customer_id,full_name,gender,date_of_birth,city,occupation,income_band,join_date
61,Nimrat Dhar,Male,1980-04-24,mumbai,Student,Low,2024-08-26
62,Krishna Vala,Male,1972-10-04,Bangalore,Student,Middle,2024-02-29
63,Hredhaan Mital,Male,1989-10-21,Pune,Student,Low,2025-04-18
64,Waida Amble,Male,1962-11-23,Mumbai,engineer,Low,2025-06-19
65,Urvi Choudhary,Male,1982-08-18,delhi,Accountant,Middle,2024-10-27
66,Lavanya Nori,Female,1962-10-22,mumbai,Business Owner,High,2022-04-13
67,Owen Loyal,Female,1987-04-23,DELHI,Government Employee,Middle,2026-05-31
68,Max Kulkarni,Male,1982-11-11,delhi,Lawyer,Middle,2024-08-11
69,Januja Jani,Female,1981-05-26,Jaipur,Accountant,Middle,2023-02-23
70,Benjamin Mital,Female,2001-05-14,Delhi,Accountant,Middle,2025-11-11
71,Vamakshi Uppal,Female,2003-03-04,Kolkata,Banker,Low,2023-07-13
72,Mitesh Nazareth,Female,2002-06-30,delhi,Teacher,Low,2022-08-09
73,Unni Master,Male,1987-12-19,Bangalore,Doctor,Upper-Middle,2025-03-28
74,Diya Ramachandran,Female,1996-12-17,Chennai,Student,Middle,2025-05-30
75,Nihal Parekh,Male,1966-10-15,Chandigarh,Engineer,Middle,2024-01-06
76,Neha Hayer,Female,1959-07-16,DELHI,Banker,Middle,2021-11-21
77,Januja Bawa,Female,1975-11-22,Ahmedabad,Business Owner,Middle,2022-03-05
78,Ethan Sunder,Female,1968-05-24,Pune,Teacher,Middle,2024-05-31
79,Samarth Mammen,Male,1971-10-16,Jaipur,Doctor,Middle,2025-01-02
80,Advik Patil,Female,1978-01-02,Pune,Consultant,Low,2025-08-11
81,Ojas Loke,Male,1984-10-07,delhi,Doctor,Middle,2025-07-18
82,Frado Chandran,Female,1997-05-31,Chennai,ENGINEER,Middle,2022-09-20
83,Shaurya Gopal,Male,1963-10-22,Kolkata,Student,High,2021-11-02
84,Radha Venkatesh,Female,1963-08-16,Ahmedabad,ENGINEER,Middle,2024-02-20
85,Mekhala Dugar,Male,1979-08-05,Jaipur,Teacher,Middle,2026-03-28
86,Lajita Nayak,Male,1972-08-28,mumbai,Banker,Low,2025-01-02
87,Elijah Bath,Female,1980-01-04,Mumbai,,Low,2022-05-28
88,Deepa Hayre,Male,2004-07-03,Kolkata,Doctor,Upper-Middle,2025-02-05
89,Wahab Pau,Female,1995-08-21,mumbai,Engineer,Upper-Middle,2025-03-28
90,Meghana Ram,Female,1983-02-24,Mumbai,Business Owner,Middle,2023-05-09
91,Imaran Bhat,Female,2000-06-19,Chennai,ENGINEER,Middle,2023-05-31
92,Ubika Manda,Female,1995-03-28,Mumbai,Doctor,Low,2025-07-06
93,Chavvi Kakar,Female,1968-08-29,Chandigarh,Business Owner,Upper-Middle,2022-05-14
94,Anay Chaudhry,Female,1991-11-12,Kolkata,Consultant,Low,2022-06-29
95,Chakradev Ganesh,Female,1987-06-19,Jaipur,Student,Upper-Middle,2022-02-10
96,Aachal Bobal,Female,1977-06-12,Chandigarh,Lawyer,Middle,2022-04-17
97,Baljiwan Doctor,Female,1963-02-13,Bangalore,,Low,2021-07-27
98,Charles Minhas,Female,1983-04-18,delhi,Banker,Upper-Middle,2024-05-30
99,Agastya Sethi,Female,1973-07-02,mumbai,Business Owner,High,2025-09-13
100,Om Wason,Male,1967-04-23,Bangalore,Doctor,Low,2024-11-12
101,Ikshita Tella,Male,1969-10-26,mumbai,Banker,Upper-Middle,2023-07-31
102,Vrishti Chaudhari,Female,1979-04-09,Jaipur,Teacher,Upper-Middle,2021-07-10
103,Adya Chakraborty,Female,1962-12-04,delhi,ENGINEER,Upper-Middle,2023-07-24
104,George Bhattacharyya,Female,1968-04-30,Hyderabad,ENGINEER,High,2025-11-13
105,Maanas Mody,Female,2004-01-30,Mumbai,Government Employee,Middle,2024-05-29
106,Aarav Bal,Female,1971-11-23,Chennai,Doctor,Middle,2024-08-09
107,Urvi Bhat,Female,1976-12-20,Hyderabad,Government Employee,Upper-Middle,2024-11-21
108,Jack Hans,Female,1973-10-04,Hyderabad,,Middle,2025-10-30
109,Gaurika Rajagopal,Female,2000-10-04,Pune,Consultant,Middle,2022-07-25
110,Hemani Trivedi,Male,1981-03-03,Delhi,Engineer,Middle,2023-06-20
111,Indira Peri,Female,1966-07-20,Kolkata,Engineer,Upper-Middle,2021-12-09
112,Karan Sodhi,Male,2004-03-16,Bangalore,Doctor,Middle,2024-02-18
113,Bhavika Magar,Female,1991-01-18,Bangalore,ENGINEER,Middle,2024-05-17
114,Amara Kapoor,Female,1970-05-23,Bangalore,Student,Middle,2023-05-28
115,Sara Ben,Male,1974-04-19,Chandigarh,engineer,Low,2023-09-18
116,Nisha Gokhale,Female,1994-05-14,Jaipur,Engineer,Low,2022-05-06
117,Warinder Virk,Male,2004-05-04,Bangalore,,Middle,2025-10-30
118,Falguni Goswami,Female,1978-10-01,Jaipur,ENGINEER,Middle,2022-10-28
119,Sachi Prakash,Female,2002-02-10,Kolkata,Accountant,Upper-Middle,2022-12-12
120,Simon Rau,Male,1957-12-17,Hyderabad,Accountant,Middle,2024-07-05
121,Jack Sanghvi,Female,1972-12-18,Kolkata,Government Employee,High,2026-04-26
122,Indrajit Sura,Male,1959-09-05,Bangalore,Business Owner,Low,2024-07-21
123,Arya Saxena,Female,1992-06-03,Delhi,Banker,High,2022-11-01
124,Raagini Tailor,Male,2005-08-20,DELHI,Student,Low,2023-01-31
125,Arya Gill,Male,1999-05-19,delhi,Government Employee,Middle,2024-02-24
126,Gopal Keer,Female,1992-03-19,Bangalore,Accountant,Middle,2025-07-27
127,Isha Mann,Female,1975-10-24,Chennai,,Middle,2022-07-22
128,Tanveer Aurora,Male,1978-08-26,DELHI,Student,Low,2024-04-03
129,Charvi Savant,Female,1977-02-23,Kolkata,engineer,Low,2024-08-11
130,Radhika Sura,Female,1987-11-06,Chennai,Business Owner,Upper-Middle,2024-05-24
131,Tanvi Chhabra,Female,1994-05-22,Chennai,,Middle,2025-07-22
132,Onkar Chacko,Male,1998-08-15,mumbai,Government Employee,High,2022-07-10
133,Yoshita Goel,Male,2005-03-15,Chennai,Accountant,Middle,2024-11-15
134,Aarini Lad,Male,1973-04-12,Bangalore,Consultant,High,2021-08-31
135,Aarini Mistry,Male,1957-08-16,mumbai,Engineer,Low,2024-06-30
136,Nikita Talwar,Male,1978-06-07,Pune,Engineer,Low,2025-10-01
137,Bhavani Sarraf,Male,1963-06-17,Hyderabad,Government Employee,Middle,2023-04-27
138,Qadim Bhavsar,Male,2000-03-09,Chennai,,Upper-Middle,2026-01-27
139,Priya Apte,Male,1972-06-21,Delhi,Consultant,Middle,2025-11-23
140,Gopal Gole,Male,1998-03-14,Ahmedabad,,Low,2025-08-18
141,Oscar Sodhi,Female,2005-12-11,delhi,engineer,Low,2023-03-26
142,Darika Sethi,Male,1966-05-26,Chennai,engineer,Middle,2023-07-23
143,Vasana Cheema,Female,1977-06-12,Jaipur,Doctor,Middle,2023-11-08
144,Yug Sha,Female,1988-01-20,Pune,Consultant,Middle,2022-05-30
145,Joshua Golla,Female,2006-08-28,Mumbai,Business Owner,Upper-Middle,2021-06-29
146,Logan Chandran,Male,1975-10-14,Jaipur,ENGINEER,Middle,2025-02-28
147,Gabriel Palan,Male,1966-12-17,Kolkata,engineer,Upper-Middle,2024-10-16
148,Meghana Contractor,Male,1961-11-03,Ahmedabad,Business Owner,Middle,2025-11-15
149,Rishi Bhakta,Male,1969-07-11,Kolkata,engineer,Middle,2025-08-04
150,Naksh Agarwal,Female,1962-03-27,Pune,Doctor,High,2025-02-07
151,Laksh Sehgal,Male,1959-01-24,Mumbai,Lawyer,Middle,2022-05-09
152,Nikita Shah,Male,1985-03-22,Kolkata,Banker,Middle,2023-03-02
153,Dayamai Lata,Male,1977-10-21,Kolkata,engineer,Upper-Middle,2023-12-09
154,Ekaraj Batra,Male,1999-09-26,Kolkata,Banker,Low,2024-11-02
155,Isha Chaudhry,Male,1974-03-23,Pune,Consultant,Middle,2023-06-16
156,Aarnav Saxena,Female,1971-01-17,Ahmedabad,,Low,2022-04-30
157,Wazir Ahluwalia,Male,1959-09-21,Hyderabad,,Low,2023-01-28
158,Jagdish Biswas,Female,1991-05-02,delhi,Business Owner,Low,2025-12-11
159,Mitali Narasimhan,Male,1996-11-15,Pune,Consultant,Low,2021-11-04
160,Sudiksha Bajwa,Female,2001-11-26,Mumbai,Doctor,Middle,2024-07-16
161,Chaitanya Verma,Male,1963-02-01,Chennai,Doctor,Upper-Middle,2023-12-19
162,Krish Sodhi,Male,1999-07-07,Hyderabad,Consultant,Middle,2021-09-12
163,Eesha Ganguly,Female,1992-04-29,Chandigarh,Business Owner,Middle,2025-10-19
164,Darika Sabharwal,Female,2004-04-06,Hyderabad,Business Owner,Middle,2025-12-01
165,Zarna Bava,Female,1959-07-11,Chennai,Engineer,Upper-Middle,2022-09-02
166,Krish Gokhale,Male,1960-10-06,Delhi,Consultant,Upper-Middle,2023-02-09
167,Jeet Deshpande,Female,1998-05-22,mumbai,Lawyer,Upper-Middle,2024-06-05
168,Xavier Sarin,Male,2005-09-16,delhi,Doctor,Upper-Middle,2024-01-21
169,Riya Sekhon,Male,1992-05-01,delhi,Engineer,Low,2024-11-01
170,Hamsini Bassi,Female,1987-01-27,Delhi,Student,Middle,2021-12-18
171,Ekani Badami,Female,1994-12-20,mumbai,Government Employee,Middle,2024-10-19
172,Panini Raghavan,Male,1993-06-18,delhi,Government Employee,Middle,2025-10-19
173,Anita Kibe,Male,1984-03-01,Mumbai,Doctor,Middle,2021-11-21
174,Yashasvi Sabharwal,Female,1961-01-03,DELHI,Engineer,Low,2025-04-22
175,Warda Kaur,Female,1960-11-29,DELHI,Lawyer,Low,2025-10-30
176,Faras Mutti,Female,2003-03-11,delhi,Consultant,High,2025-11-01
177,Gaurika Garde,Male,1966-08-17,Chandigarh,Lawyer,Middle,2024-06-06
178,Hitesh Sankaran,Male,1959-10-10,Bangalore,Student,Low,2025-10-03
179,Geetika Chokshi,Male,1990-02-03,delhi,Doctor,Low,2023-01-26
180,Xiti Krishnamurthy,Male,1987-06-29,Chennai,engineer,Middle,2025-09-26
181,Sathvik Grewal,Male,1994-09-03,Chennai,Student,Middle,2023-09-07
182,Ekiya Chaudhary,Male,1958-08-25,Chandigarh,Engineer,Middle,2021-11-14
183,Fariq Sant,Female,1987-03-17,Jaipur,engineer,Low,2025-12-15
184,Bhavani Sem,Male,1972-01-30,mumbai,Banker,Low,2021-11-21
185,Lakshmi Randhawa,Male,2006-11-01,Kolkata,Consultant,Middle,2021-08-20
186,Turvi Dhar,Male,1957-06-12,Hyderabad,Government Employee,Middle,2025-02-25
187,Aishani Mane,Female,1973-04-01,Mumbai,Teacher,Low,2022-05-12
188,Maya Sampath,Male,1956-12-29,Delhi,Government Employee,Middle,2024-05-30
189,Jacob Borra,Male,1958-01-23,Ahmedabad,Banker,Middle,2021-06-21
190,Chandran Panchal,Female,1995-04-19,delhi,Consultant,Upper-Middle,2024-07-18
191,Amruta Mukherjee,Male,1987-10-23,Kolkata,,Low,2022-08-08
192,Ayushman Lanka,Male,1966-01-08,Kolkata,Doctor,Upper-Middle,2024-12-16
193,Januja Datta,Male,1984-11-09,Mumbai,Business Owner,High,2024-07-23
194,Gopal Dugal,Male,1960-08-09,Delhi,Government Employee,High,2026-05-25
195,Nakul Kala,Male,2003-11-14,Chandigarh,,Upper-Middle,2021-11-07
196,Lavanya Bhattacharyya,Female,1965-12-05,Chennai,Accountant,Upper-Middle,2024-04-09
197,Anika Bail,Female,1997-07-02,Pune,Banker,Low,2024-10-22
198,Jai Ratti,Female,1973-05-15,Mumbai,Government Employee,Middle,2021-09-06
199,Garima Subramaniam,Male,1978-12-12,Kolkata,Government Employee,Middle,2023-09-02
200,Indira Chad,Male,1991-09-29,DELHI,Government Employee,Middle,2025-10-01
201,Anirudh Bhattacharyya,Male,1961-01-28,delhi,Consultant,Middle,2025-11-19
202,Chakradhar Bansal,Female,1959-11-25,mumbai,,Middle,2022-08-17
203,Chameli Ben,Male,1967-04-05,DELHI,,High,2022-12-26
204,Hitesh Borra,Male,1999-08-18,Kolkata,Government Employee,Low,2021-11-27
205,Falak Bora,Female,1981-05-31,Hyderabad,engineer,Low,2022-02-25
206,Alexander Ghosh,Male,1980-10-15,Ahmedabad,Banker,Middle,2023-04-07
207,Yachana Deshpande,Female,1959-01-30,Bangalore,engineer,Low,2023-10-26
208,Jagvi Sethi,Female,1979-06-22,Delhi,Government Employee,Middle,2022-04-28
209,Siddharth More,Female,1959-01-23,Jaipur,ENGINEER,Low,2025-10-09
210,Qabil Mitter,Male,1979-02-13,Chennai,ENGINEER,Middle,2021-12-14
211,Kabir Samra,Male,1992-12-17,delhi,engineer,Middle,2024-05-23
212,Ekansh Edwin,Male,1961-04-03,mumbai,Teacher,Low,2022-07-02
213,Rachit Nagarajan,Male,1992-01-23,Pune,Business Owner,Low,2026-04-14
214,Pooja Devan,Male,1978-11-12,Chennai,,Middle,2024-04-19
215,Kala Manda,Male,1989-10-10,delhi,Student,Middle,2023-02-15
216,Varsha Muni,Male,1992-10-04,Pune,Accountant,Middle,2024-10-23
217,Ridhi Dyal,Female,1979-06-16,mumbai,Accountant,Middle,2021-11-25
218,Jagat Oommen,Male,1957-07-22,Kolkata,Government Employee,Middle,2025-07-28
219,Champak Naik,Female,1989-07-24,Bangalore,Teacher,Middle,2026-01-12
220,Urvashi Chada,Male,2003-03-26,Chandigarh,ENGINEER,Low,2024-01-26
221,Vedant Kant,Male,1997-01-17,DELHI,ENGINEER,Upper-Middle,2026-03-29
222,Harinakshi Sridhar,Male,1994-08-24,Chandigarh,Teacher,Low,2024-12-03
223,Michael Basu,Female,1964-06-09,DELHI,Business Owner,Upper-Middle,2024-09-15
224,Liam Majumdar,Female,1998-10-08,Kolkata,engineer,Middle,2025-03-12
225,Karan Sood,Female,1957-08-05,Chennai,Business Owner,Middle,2021-08-30
226,Nisha Seshadri,Female,1973-03-05,Ahmedabad,Doctor,Upper-Middle,2025-09-22
227,Zansi Kota,Male,1995-01-26,Kolkata,Doctor,Upper-Middle,2025-12-22
228,Eesha Ghosh,Female,2004-01-16,Kolkata,ENGINEER,High,2024-11-29
229,Isha Kaur,Male,1996-12-25,Jaipur,Student,Middle,2021-07-01
230,Charita Subramaniam,Male,1968-07-30,delhi,Doctor,Low,2023-08-22
231,Yahvi Rastogi,Female,1961-07-01,Ahmedabad,Consultant,Upper-Middle,2022-09-29
232,Chatura Dey,Female,1996-11-24,Jaipur,ENGINEER,Low,2025-10-23
233,Pranit Bhavsar,Female,2002-04-02,Jaipur,Government Employee,Upper-Middle,2024-09-16
234,Baljiwan Jani,Female,1964-11-27,delhi,,Middle,2022-04-01
235,Onkar Vora,Female,1970-07-26,Chandigarh,Lawyer,High,2022-12-05
236,Vihaan Nayar,Female,1988-02-09,mumbai,Lawyer,Upper-Middle,2025-03-31
237,Hardik Puri,Female,1997-04-07,Bangalore,Engineer,Low,2023-03-29
238,Janya Mukhopadhyay,Female,1976-02-13,Jaipur,Government Employee,Middle,2022-04-13
239,Balveer Dube,Male,1974-01-22,delhi,Lawyer,Low,2024-09-05
240,Wriddhish Nair,Female,2003-12-21,mumbai,Business Owner,Low,2023-12-19
241,Ojas Ben,Female,1998-06-06,Hyderabad,Engineer,Middle,2023-05-31
242,Arya Bahri,Male,1980-10-28,Kolkata,ENGINEER,Low,2022-05-25
243,Advay Andra,Female,2006-03-13,Kolkata,Teacher,Upper-Middle,2024-06-29
244,Oeshi Nagar,Male,1964-11-24,Chennai,Teacher,High,2021-08-16
245,Dev Seshadri,Male,1959-08-30,Jaipur,ENGINEER,Middle,2024-04-13
246,Gautam Zacharia,Female,2001-02-09,Hyderabad,Student,Low,2022-05-26
247,Gautami Parmar,Male,1988-03-12,Chennai,ENGINEER,Upper-Middle,2024-12-09
248,Yutika Korpal,Male,1988-10-07,Jaipur,engineer,Upper-Middle,2023-01-19
249,Mohammed Comar,Male,1978-01-11,Pune,Teacher,Upper-Middle,2025-05-08
250,Ikbal Morar,Male,1961-11-10,mumbai,Lawyer,Middle,2024-12-19
251,Ranveer Bose,Female,1991-05-25,Chandigarh,Accountant,Upper-Middle,2023-06-05
252,Oni Kaur,Male,1993-06-24,mumbai,Engineer,Low,2024-02-07
253,Darpan Nayak,Female,1958-02-28,Ahmedabad,Student,High,2025-03-23
254,Neelima Sharaf,Male,1967-03-25,Kolkata,Banker,High,2021-07-15
255,Arunima Kurian,Male,1973-07-29,Mumbai,Doctor,Upper-Middle,2022-01-04
256,Jagvi Mani,Male,1984-07-13,Chandigarh,Government Employee,Low,2023-03-29
257,Nicholas Sachdeva,Male,1981-11-02,Pune,Student,Upper-Middle,2024-10-04
258,Aradhana Kar,Female,1978-04-07,mumbai,Doctor,Middle,2023-09-30
259,Jyoti Barad,Female,2004-04-03,delhi,Student,Middle,2023-09-10
260,Ishwar Chhabra,Male,2005-06-17,Kolkata,Accountant,Upper-Middle,2022-12-08
261,Chaaya Goswami,Male,2000-09-14,Chennai,Consultant,Low,2021-10-07
262,Benjamin Brahmbhatt,Female,1975-09-11,Hyderabad,Student,Middle,2021-10-03
263,Abdul Gade,Male,2006-03-01,Chennai,Lawyer,Upper-Middle,2023-02-18
264,Riya Sabharwal,Male,1962-02-21,Jaipur,ENGINEER,Upper-Middle,2026-04-10
265,Owen Varty,Male,2006-12-08,DELHI,engineer,Upper-Middle,2021-07-14
266,Yashoda Kalla,Female,1982-09-09,Mumbai,Engineer,Low,2022-09-01
267,Nilima Nair,Female,1975-02-07,mumbai,Teacher,Upper-Middle,2025-02-26
268,Harish Raval,Female,1986-05-05,Bangalore,Doctor,Low,2022-05-13
269,Nihal Tandon,Male,2003-11-25,Delhi,Consultant,Upper-Middle,2026-02-07
270,George Sani,Male,1962-04-13,Mumbai,Engineer,Low,2022-09-17
271,Aayush Comar,Female,1984-03-22,Ahmedabad,Student,Upper-Middle,2023-11-30
272,Indali Natarajan,Female,1960-06-06,Jaipur,ENGINEER,Middle,2022-03-18
273,Zinal Mangat,Female,2003-09-02,Kolkata,Engineer,High,2023-09-21
274,Nathaniel Naik,Female,1965-10-11,Chandigarh,ENGINEER,Middle,2025-08-26
275,Theodore Nayak,Male,1986-12-28,mumbai,,Middle,2025-12-20
276,Wridesh Tella,Female,1977-05-06,Hyderabad,Doctor,Middle,2025-05-05
277,Hemang Sura,Male,1964-11-16,Chandigarh,Lawyer,Upper-Middle,2023-10-20
278,Advay Pant,Female,1960-06-14,mumbai,Lawyer,Middle,2022-12-23
279,Ishanvi Venkatesh,Male,1985-01-06,Chandigarh,ENGINEER,Low,2023-10-28
280,Jason Ratti,Female,1977-09-25,Chandigarh,ENGINEER,Middle,2024-10-24
281,Charles Nayak,Female,1956-11-26,Delhi,engineer,Upper-Middle,2026-02-25
282,Zarna Jhaveri,Female,1985-09-05,Ahmedabad,Government Employee,Low,2024-05-19
283,Mohini Sarma,Female,1968-09-12,Hyderabad,Consultant,Low,2024-10-01
284,Caleb Sodhi,Male,1984-07-06,Chennai,engineer,Middle,2021-12-11
285,Azaan Pradhan,Female,1983-11-09,Chandigarh,Engineer,Upper-Middle,2024-07-31
286,Indira Mander,Male,1990-04-20,Hyderabad,Business Owner,Low,2025-05-16
287,Noah Mani,Male,1967-10-30,Ahmedabad,engineer,High,2021-12-09
288,Tamanna Mann,Male,1986-06-10,Chandigarh,Engineer,High,2022-06-21
289,Caleb Lad,Male,1989-05-02,Mumbai,,Low,2023-12-29
290,Noah Dasgupta,Female,1972-09-16,Chennai,Teacher,Low,2023-08-26
291,Warda Gole,Male,1981-03-04,mumbai,,Upper-Middle,2023-02-03
292,Unni Sathe,Male,1997-04-15,Kolkata,Engineer,High,2025-07-16
293,Mekhala Dutta,Male,1983-06-24,Pune,Engineer,Upper-Middle,2026-06-04
294,Waida Peri,Female,1959-12-07,Jaipur,Banker,Middle,2022-11-08
295,Qadim Mahajan,Female,1966-04-22,Jaipur,ENGINEER,Low,2025-08-28
296,Aradhana Chana,Female,1992-12-30,Kolkata,Accountant,Middle,2026-02-15
297,Bhavini Sampath,Female,1988-02-26,mumbai,Student,Middle,2026-04-27
298,Arya Suri,Male,1993-07-12,Delhi,ENGINEER,Middle,2022-09-07
299,Azaan Kar,Male,1971-02-06,Jaipur,Consultant,Middle,2026-03-25
300,Damyanti Rajan,Female,1971-02-16,Pune,ENGINEER,Low,2025-06-28
301,Bachittar More,Male,1957-09-17,Jaipur,Consultant,Middle,2025-03-09
302,Saksham Buch,Male,1970-10-04,mumbai,Consultant,Low,2023-10-04
303,Mohini Sarraf,Male,1999-10-07,Bangalore,Accountant,Low,2022-03-11
304,Mitesh Ganesh,Female,1978-10-06,Mumbai,Accountant,Upper-Middle,2026-04-17
305,Aarna Ganesh,Female,2002-02-02,Bangalore,Student,Low,2023-10-03
306,Falak Saran,Male,1997-02-01,Jaipur,Banker,Middle,2024-08-03
307,Zehaan Pai,Female,1992-08-15,Chennai,Business Owner,Low,2024-09-20
308,Tamanna Sen,Female,1962-02-17,DELHI,Banker,Low,2026-04-14
309,Vasana Ravi,Female,1989-05-02,mumbai,Consultant,Middle,2021-12-19
310,Liam Srivastava,Female,1982-04-25,delhi,Teacher,Low,2026-01-21
311,Shravya Trivedi,Female,2005-08-25,delhi,engineer,Low,2024-12-01
312,Matthew Bawa,Male,2008-05-20,Chandigarh,Engineer,Upper-Middle,2022-10-16
313,Vrishti Handa,Female,1978-07-17,Hyderabad,Consultant,Low,2026-04-15
314,Waida Loke,Male,1978-07-10,Kolkata,engineer,Low,2021-09-28
315,Xalak Hayre,Male,1971-09-11,Chandigarh,Banker,Upper-Middle,2024-11-05
316,Dipta Kala,Female,1966-04-30,Kolkata,Lawyer,Low,2022-05-01
317,Agastya Chand,Male,2005-03-27,Ahmedabad,Doctor,Upper-Middle,2021-07-18
318,Devansh Chandran,Male,1999-08-22,Kolkata,,Low,2021-10-27
319,Ansh Nori,Male,1980-11-25,Bangalore,Business Owner,Low,2025-04-17
320,Nidra Dhingra,Female,1964-09-27,Mumbai,Doctor,Middle,2022-08-08
321,Darpan Virk,Female,1974-12-25,mumbai,Engineer,High,2025-03-09
